publication_number,title,claim1,label
US-9080554-B2,"Floating, anchored installation for energy production","1. An anchored, floating installation for energy production, comprising:
    a buoyant platform configured to float on a body of water;
    an anchoring system coupled to the buoyant platform and configured to secure the buoyant platform to a seabed; and
    an energy production system supported by the buoyant platform and configured to generate energy.",ai_generated
US-9283976-B2,Restraining belt for children in a shopping cart,"1. A restraining belt for children in a shopping cart, comprising:
a flexible belt strap configured to encircle a child's torso;
a fastening mechanism for adjustably securing the flexible belt strap around the child; and
at least one attachment member coupled to the flexible belt strap, said at least one attachment member configured to removably engage a structural portion of a shopping cart, thereby securing the child within the shopping cart.",ai_generated
US-8821828-B2,Method for generating nitric oxide,"1. A method for generating nitric oxide, comprising providing a reaction mixture comprising a nitrogen-containing compound and an oxygen-containing compound; and subjecting the reaction mixture to conditions sufficient to produce nitric oxide.",ai_generated
US-9432818-B2,Controlling communication devices,"A method for controlling communication devices, comprising:
receiving a control input associated with at least one communication device;
identifying a target communication device based on the control input;
determining at least one control action to be performed by the target communication device, based on the control input;
generating at least one control signal corresponding to the at least one control action; and
transmitting the at least one control signal to the target communication device to initiate performance of the at least one control action.",ai_generated
US-8479060-B2,Memory with self-test function and method for testing the same,"A memory apparatus comprising:
a memory array configured to store and retrieve data;
and test control logic integrated within the memory apparatus, wherein the test control logic is configured to, upon initiation of a self-test mode, generate a plurality of test patterns, apply the plurality of test patterns to the memory array, read a plurality of response data from the memory array corresponding to the applied test patterns, compare the plurality of response data with a plurality of expected data, and generate a test status output indicative of a functional state of the memory array.",ai_generated
US-8797723-B2,Providing additional electrical functionality to a node,"Here is a patent claim 1 for the invention title ""Providing additional electrical functionality to a node,"" using standard formatting:

A system for providing additional electrical functionality to a node, comprising:
    an electronic node, comprising a processor and memory, said electronic node configured to execute an initial set of electrical functionalities;
    a functionality module, electrically coupled to said electronic node via an interface, said functionality module configured to provide one or more additional electrical functionalities;
    wherein said processor of said electronic node is configured to:
        detect the presence of said functionality module through said interface;
        identify said one or more additional electrical functionalities provided by said functionality module; and
        integrate said identified one or more additional electrical functionalities with said initial set of electrical functionalities to generate an expanded set of electrical capabilities for said electronic node.",ai_generated
US-9097661-B2,Electrochemical sulfur sensor and the method of making the same,"An electrochemical sulfur sensor comprising:
a working electrode comprising a sulfur-sensitive material;
a reference electrode;
a counter electrode;
an electrolyte in electrochemical communication with the working electrode, the reference electrode, and the counter electrode;
a housing enclosing at least a portion of the working electrode, the reference electrode, the counter electrode, and the electrolyte; and
an electrical measurement circuit configured to measure an electrical signal generated between at least two of the working electrode, the reference electrode, and the counter electrode, wherein the electrical signal is indicative of a concentration of a sulfur-containing species in a sample.",ai_generated
US-8117842-B2,Systems and methods for compressed-gas energy storage using coupled cylinder assemblies,"A system for compressed-gas energy storage, comprising:
a plurality of reciprocating piston-cylinder assemblies, each piston-cylinder assembly comprising a cylinder housing and a piston reciprocally disposed within the cylinder housing, wherein each piston-cylinder assembly is configured to compress a working gas or expand a compressed working gas;
wherein the plurality of reciprocating piston-cylinder assemblies are mechanically coupled to a common crankshaft;
a motor/generator operatively coupled to the common crankshaft, said motor/generator configured to either drive the common crankshaft to compress the working gas or be driven by the common crankshaft to generate electricity during expansion of the compressed working gas;
a gas reservoir fluidly coupled to the plurality of reciprocating piston-cylinder assemblies;
a valve assembly fluidly coupled between the gas reservoir and the plurality of reciprocating piston-cylinder assemblies, said valve assembly configured to selectively direct the working gas to or from the gas reservoir and the plurality of reciprocating piston-cylinder assemblies; and
a control system operatively coupled to the motor/generator and the valve assembly, said control system configured to regulate compression and expansion cycles of the working gas.",ai_generated
US-9673335-B2,Rectifier circuit including transistor whose channel formation region includes oxide semiconductor,"A rectifier circuit, comprising:
a transistor, wherein a channel formation region of said transistor comprises an oxide semiconductor.",ai_generated
US-8293082-B2,Methods and apparatus for measuring analytes using large scale FET arrays,"An apparatus for measuring analytes, the apparatus comprising:
a large-scale field-effect transistor (FET) array comprising a plurality of chemically sensitive FETs, each FET configured to generate an electrical signal responsive to a presence or concentration of an analyte interacting therewith;
a fluidic delivery system configured to deliver a fluid sample comprising the analytes to a sensing surface of the FET array;
a read-out circuit operably coupled to the FET array, the read-out circuit configured to individually access and acquire electrical signals from a plurality of FETs within the array; and
a processing unit coupled to the read-out circuit, the processing unit configured to receive the acquired electrical signals and determine at least one characteristic of the analytes based on the received electrical signals.",ai_generated
US-9285883-B2,System and method to display content based on viewing orientation,"A system for displaying content, the system comprising:
a sensing unit configured to obtain information related to a viewing orientation;
a processing unit operatively coupled to the sensing unit, the processing unit configured to determine content for display based on the obtained information related to the viewing orientation; and
a display unit operatively coupled to the processing unit, the display unit configured to present the determined content.",ai_generated
US-8739845-B2,Pneumatic tire,"A pneumatic tire, comprising:
an annular carcass defining an internal cavity;
at least one ply of reinforcing cords embedded within said carcass;
a tread portion disposed circumferentially about an outer periphery of said carcass, said tread portion configured for contact with a ground surface;
a pair of opposing sidewall portions extending radially inward from said tread portion;
a pair of bead portions located at respective radially innermost ends of said sidewall portions, said bead portions configured for seating on a wheel rim; and
an air-impermeable layer disposed within said internal cavity, said layer configured to retain a pressurized fluid therein.",ai_generated
US-8372059-B2,Medical coupling system,"A medical coupling system comprising:
a first connector portion having a first fluid pathway and a first engagement feature;
a second connector portion having a second fluid pathway and a second engagement feature configured to cooperatively engage the first engagement feature;
a seal disposed between the first and second connector portions when engaged, to prevent fluid leakage between the first and second fluid pathways; and
a locking mechanism configured to secure the first and second connector portions in an engaged configuration.",ai_generated
US-8555204-B2,Intuitive data visualization method,"A method comprising:
receiving a dataset comprising a plurality of data points, each data point associated with one or more attributes;
analyzing the dataset to identify inherent structures, relationships, or significant features within the plurality of data points;
determining a set of visual mapping rules based on the identified inherent structures, relationships, or significant features, wherein the visual mapping rules are configured to transform complex data characteristics into a simplified and readily comprehensible graphical representation;
generating a graphical visualization of the dataset by applying the determined visual mapping rules to the plurality of data points; and
displaying the graphical visualization to a user, wherein the graphical visualization is configured to enable the user to rapidly extract insights from the dataset with reduced cognitive load.",ai_generated
US-8864713-B2,Hypodermic injection system,"A hypodermic injection system comprising:
a barrel configured to retain a fluid medicament;
a plunger slidably disposed within the barrel, the plunger configured to displace the fluid medicament;
a needle assembly fluidly coupled to the barrel; and
wherein advancement of the plunger within the barrel expels the fluid medicament through the needle assembly.",ai_generated
US-9691700-B2,Semiconductor device including first and second dummy wirings,"A semiconductor device comprising:
a substrate;
an active device region formed on the substrate;
a first interlayer dielectric layer formed over the active device region;
a second interlayer dielectric layer formed over the first interlayer dielectric layer;
a plurality of functional wirings embedded within at least one of the first and second interlayer dielectric layers, the functional wirings configured to transmit electrical signals;
a first dummy wiring embedded within the first interlayer dielectric layer, the first dummy wiring being electrically isolated from the plurality of functional wirings and having a first predetermined layout geometry; and
a second dummy wiring embedded within the second interlayer dielectric layer, the second dummy wiring being electrically isolated from the plurality of functional wirings and having a second predetermined layout geometry, wherein the first dummy wiring and the second dummy wiring are positioned to provide pattern density control within their respective interlayer dielectric layers for manufacturing process uniformity.",ai_generated
US-8244888-B2,Method and mechanism for implementing tagged session pools,"A method for implementing tagged session pools, the method comprising:
managing a session pool configured to store a plurality of sessions;
associating at least one tag with each of the plurality of sessions, wherein each tag represents an attribute of its associated session;
receiving a request for a session, the request comprising at least one tag criterion;
selecting a session from the plurality of sessions within the session pool based on matching the at least one tag criterion with the at least one tag associated with the selected session;
providing the selected session for use; and
returning the selected session to the session pool upon completion of use.",ai_generated
US-8797881-B2,Coexistence mechanism for multiple channels,"A system comprising:
a plurality of communication channels, each configured to utilize a shared communication medium for transmitting and receiving data;
an interference detection module communicatively coupled to the plurality of communication channels and configured to identify interference conditions among the plurality of communication channels on the shared communication medium; and
a coexistence management unit communicatively coupled to the interference detection module and configured to, in response to identified interference conditions, dynamically adjust operational parameters of at least one of the plurality of communication channels to mitigate said interference conditions and enable simultaneous operation of the plurality of communication channels on the shared communication medium.",ai_generated
US-8406634-B2,Method and apparatus for optical signaling,"1. An apparatus for optical signaling, comprising:
   an optical source configured to generate an optical carrier signal;
   a modulator operatively coupled to the optical source, the modulator configured to modulate the optical carrier signal with information to generate a modulated optical signal;
   a transmitter interface configured to transmit the modulated optical signal into an optical communication medium;
   a receiver interface configured to receive the modulated optical signal from the optical communication medium;
   a photodetector operatively coupled to the receiver interface, the photodetector configured to convert the received modulated optical signal into an electrical signal; and
   a processing unit operatively coupled to the photodetector, the processing unit configured to extract the information from the electrical signal.",ai_generated
US-8430746-B2,Mystery jackpot with restricted payout system and method therefor,"A system comprising:
    at least one processor configured to generate a mystery jackpot award, wherein the mystery jackpot award has a value determined independently of a specific game outcome;
    the at least one processor further configured to determine a trigger condition for awarding the mystery jackpot award, wherein the trigger condition is met randomly or based on a predefined threshold;
    the at least one processor further configured to determine a payout amount for the mystery jackpot award based on at least one restriction criterion, wherein the at least one restriction criterion comprises at least one of a player eligibility, a maximum payout limit, a game state, or a wager amount;
    the at least one processor further configured to cause the determined payout amount to be awarded to a player when the trigger condition is met and the payout amount meets the at least one restriction criterion; and
    a memory coupled to the at least one processor, the memory storing instructions executable by the at least one processor to perform the steps of generating, determining, and causing.",ai_generated
US-8803143-B2,Thin film transistor including buffer layers with high resistivity,"A thin film transistor, comprising:
a substrate;
at least one buffer layer disposed over the substrate, said at least one buffer layer having a high resistivity;
a semiconductor layer disposed over the at least one buffer layer;
a gate electrode;
a gate dielectric layer disposed between the gate electrode and the semiconductor layer; and
source and drain electrodes electrically coupled to the semiconductor layer.",ai_generated
US-8382251-B2,Nozzle arrangement for printhead,"A nozzle arrangement for a printhead, comprising:
a printhead die having a fluid ejection face;
a plurality of fluid ejection nozzles formed in the printhead die, each fluid ejection nozzle opening onto the fluid ejection face;
a plurality of fluid supply conduits formed in the printhead die, each fluid supply conduit communicating with a respective one of the plurality of fluid ejection nozzles;
wherein the plurality of fluid ejection nozzles are arranged in a plurality of parallel rows on the fluid ejection face;
and wherein nozzles within adjacent parallel rows are offset relative to each other.",ai_generated
US-8697606-B2,Methods for discretized processing and process sequence integration of regions of a substrate,"A method for processing a substrate, comprising:
    providing a substrate comprising a plurality of distinct regions;
    discretely applying a first processing operation of a process sequence to a first subset of the plurality of distinct regions;
    discretely applying a second processing operation of the process sequence to a second subset of the plurality of distinct regions; and
    functionally integrating the application of the first processing operation and the second processing operation to achieve an overall desired property or structure across the substrate.",ai_generated
US-8584424-B2,Wall and skylight panel system with attachment clip,"A system for forming a wall structure or a skylight structure, the system comprising:
a plurality of panels, each panel having at least one attachment feature along a peripheral edge thereof;
a support structure configured to mount said plurality of panels; and
at least one attachment clip, said attachment clip comprising a first engagement portion configured to removably engage with said at least one attachment feature of one of said plurality of panels, and a second engagement portion configured to secure said one of said plurality of panels to said support structure thereby forming said wall structure or said skylight structure.",ai_generated
US-9424397-B2,Sports monitoring system using GPS with location beacon correction,"1. A sports monitoring system, comprising:
    a Global Positioning System (GPS) receiver configured to acquire GPS coordinates of a monitored entity;
    at least one location beacon positioned within a sports monitoring area, the at least one location beacon configured to emit a localized positioning signal;
     a processing unit operatively coupled to the GPS receiver and the at least one location beacon, the processing unit configured to receive the GPS coordinates from the GPS receiver and to receive data derived from the localized positioning signal from the at least one location beacon;
    wherein the processing unit is further configured to apply a correction to the GPS coordinates based on the data derived from the localized positioning signal to generate corrected location data for the monitored entity; and
    an output interface configured to present sports monitoring information based on the corrected location data.",ai_generated
US-9371440-B2,Method for producing modified polyamide 6,"A method for producing modified polyamide 6, comprising:
providing a polyamide 6 precursor or a polyamide 6 polymer;
providing at least one modifying agent; and
subjecting said polyamide 6 precursor or said polyamide 6 polymer and said at least one modifying agent to conditions effective to form said modified polyamide 6.",ai_generated
US-9103115-B2,Sheet-like finishing element,"A sheet-like finishing element, comprising:
a flexible or rigid planar body having a first major surface and an opposing second major surface;
said first major surface configured to provide an exposed finished appearance upon installation of the element onto a structure;
said second major surface configured for attachment to an underlying substrate of the structure; and
wherein the planar body comprises at least two distinct layers laminated together, at least one of said distinct layers providing at least one of said finished appearance or said attachment functionality.",ai_generated
US-9600455-B2,Hybrid mobile interactions for native apps and web apps,"A method for facilitating hybrid mobile interactions on a mobile device, the method comprising:
executing a native application component within a native operating environment of the mobile device;
rendering a web application component within a web rendering environment instantiated by the native application component;
providing a bidirectional interoperability layer between the native application component and the web application component;
receiving, by the native application component, a first instruction originating from the web application component via the bidirectional interoperability layer, said first instruction comprising an invocation of a native device capability or a function of the native application component;
executing, by the native application component, an action corresponding to the first instruction;
transmitting, by the native application component, a result of the action to the web application component via the bidirectional interoperability layer; and
transmitting, by the native application component, a second instruction to the web application component via the bidirectional interoperability layer, said second instruction comprising an invocation of a function within the web application component or an update to data within the web application component.",ai_generated
US-9483983-B2,"Display device, in particular for cooktops","1. A display device for a cooktop, comprising:
    a display element configured to generate visual information pertaining to at least one heating zone of the cooktop;
    a user input element configured to receive touch-based commands for controlling the operation of the at least one heating zone;
    a monolithic cooking surface made of a transparent or translucent ceramic glass material, wherein the display element is positioned beneath a portion of the monolithic cooking surface, and the user input element is integrated into the monolithic cooking surface to provide an interactive control area;
    wherein the monolithic cooking surface forms an outer protective layer for both the display element and the user input element, and is resistant to high temperatures and liquid spills characteristic of a cooking environment.",ai_generated
US-9216113-B2,Hearing protection earpiece,"1. An earpiece for hearing protection, comprising:
a body;
said body being configured for placement at least partially within an ear canal of a user or within a concha of an ear of a user;
said body comprising a sound attenuating material;
wherein said sound attenuating material is configured to reduce a level of sound propagating to an eardrum of the user.",ai_generated
US-8915251-B2,Mask system,"1. A mask system, comprising:
    a facepiece member structured to cover at least a nose and mouth of a wearer;
    a sealing element positioned along a perimeter of the facepiece member, the sealing element configured to create a seal with a portion of the wearer's face;
    at least one securing strap coupled to the facepiece member, the at least one securing strap configured to retain the facepiece member on the wearer's head; and
    a filtration medium integrated with the facepiece member, the filtration medium configured to filter airborne particles from air passing through the facepiece member.",ai_generated
US-8959726-B2,Zipper,"Here is a patent claim 1 for the invention ""Zipper"", using standard formatting:

A releasable fastener, comprising:
a first flexible elongated tape;
a second flexible elongated tape;
a plurality of male interlocking elements fixedly attached along an edge of said first flexible elongated tape;
a plurality of female interlocking elements fixedly attached along an edge of said second flexible elongated tape, said female interlocking elements configured to releasably engage with said male interlocking elements; and
a slider body slidably engaged with said first and second flexible elongated tapes, said slider body defining a channel configured to progressively interlock said male and female interlocking elements when moved in a first direction and to progressively separate said male and female interlocking elements when moved in a second, opposite direction.",ai_generated
US-8985107-B2,"Method, arrangement and computer program product for respiratory gas monitoring of ventilated patients","1. A method for respiratory gas monitoring of ventilated patients, the method comprising:
    obtaining respiratory gas measurements from an airway of a patient receiving mechanical ventilation;
    processing the obtained respiratory gas measurements to derive at least one respiratory gas parameter indicative of a respiratory state of the patient;
    comparing the at least one derived respiratory gas parameter with a predefined physiological range or threshold; and
    generating an output signal based on the comparison, the output signal providing information regarding the respiratory gas monitoring of the ventilated patient.",ai_generated
US-8593553-B2,Solid-state imaging device and electronic apparatus,"1. A solid-state imaging device, comprising:
    a semiconductor substrate;
    a pixel array disposed on the semiconductor substrate, the pixel array including a plurality of pixels, each pixel configured to convert incident light into an electrical charge;
    a readout circuit configured to read out the electrical charge from the plurality of pixels;
    a control circuit configured to control an operation of the pixel array and the readout circuit; and
    an output circuit configured to output an image signal based on the electrical charge read out by the readout circuit.",ai_generated
US-8843696-B2,Memory device and method of controlling the same,"1. A memory device comprising:
    a memory array comprising a plurality of memory cells configured to store data;
    a data interface coupled to the memory array, the data interface configured to receive memory access requests and to transmit data; and
    a control unit coupled to the memory array and the data interface, the control unit configured to:
        receive a memory access request specifying a logical address and a desired operation;
        determine a physical address within the memory array corresponding to the logical address based on an address mapping;
        execute the desired operation at the determined physical address; and
        periodically update the address mapping to redistribute operations across the plurality of memory cells, thereby achieving substantially uniform wear among the memory cells and extending the operational life of the memory device.",ai_generated
US-9042933-B2,Inter-cell interference coordination for wireless communication systems,"A method for inter-cell interference coordination in a wireless communication system comprising a plurality of cells, the method comprising:
  measuring, at a first cell, interference from at least one neighboring cell or interference experienced by user equipment served by the first cell;
  exchanging, between the first cell and the at least one neighboring cell, information indicative of resource usage or interference conditions;
  determining, at the first cell, a resource allocation scheme or a transmission power adjustment for user equipment served by the first cell based on the exchanged information; and
  transmitting, from the first cell, data to user equipment served by the first cell according to the determined resource allocation scheme or the transmission power adjustment.",ai_generated
US-8873773-B2,Condenser microphone unit and condenser microphone,"1. A condenser microphone unit, comprising:
    a vibratable diaphragm configured to vibrate in response to incident sound waves;
    a backplate electrode positioned opposite the vibratable diaphragm, wherein the vibratable diaphragm and the backplate electrode collectively form a variable capacitor;
    an insulating member disposed between the vibratable diaphragm and the backplate electrode to maintain a predetermined spacing and electrical isolation therebetween;
    a housing configured to enclose and structurally support the vibratable diaphragm, the backplate electrode, and the insulating member; and
    at least one electrical output terminal electrically coupled to the variable capacitor for outputting an electrical signal corresponding to the vibration of the vibratable diaphragm.",ai_generated
US-8868736-B2,Estimating a severity level of a network fault,"A method comprising:
detecting an occurrence of a network fault within a network;
obtaining a plurality of fault-related parameters associated with the detected network fault;
analyzing the plurality of fault-related parameters to determine at least one characteristic of the network fault;
calculating a severity level for the network fault based on the determined at least one characteristic; and
providing an indication of the calculated severity level.",ai_generated
US-8834178-B2,Manipulation device configured to be used with an interactive whiteboard and an interactive teaching system including the same,"1.  A manipulation device for use with an interactive whiteboard, the manipulation device comprising:
    a handheld housing;
    an interaction element extending from the handheld housing, the interaction element configured to engage a display surface of the interactive whiteboard;
    a detection system disposed within the handheld housing, the detection system configured to detect at least one of spatial information of the manipulation device relative to the display surface and an engagement characteristic of the interaction element with the display surface, and to generate corresponding interaction data; and
    a communication interface configured to wirelessly transmit the interaction data to the interactive whiteboard, wherein the interactive whiteboard is configured to process the interaction data to manipulate content displayed on the display surface.",ai_generated
US-9397114-B2,Methods of fabricating three-dimensional semiconductor memory devices,"A method of fabricating a three-dimensional semiconductor memory device, comprising:
providing a semiconductor substrate;
forming a stack of alternating conductive layers and dielectric layers over the semiconductor substrate;
etching a plurality of high aspect ratio vertical openings extending through the stack of alternating layers;
forming memory films within the vertical openings, the memory films comprising at least one charge trapping layer;
forming semiconductor channel regions within the vertical openings, in contact with the memory films;
forming word line electrodes from the conductive layers, wherein the word line electrodes encircle the semiconductor channel regions; and
forming bit line contacts electrically coupled to the semiconductor channel regions.",ai_generated
US-8632198-B2,"Flexible LED lighting systems, fixtures and method of installation","A flexible LED lighting system, comprising:
a flexible light strip comprising a flexible substrate having a plurality of light-emitting diodes (LEDs) mounted thereon and a plurality of conductive traces electrically connecting said LEDs;
a flexible fixture housing configured to receive and protect said flexible light strip, wherein said flexible fixture housing is configured to be bent, curved, or twisted to conform to a non-planar surface;
at least one end cap coupled to an end of said flexible fixture housing, said end cap configured to seal said flexible fixture housing; and
a power connection module integrated with or attachable to said flexible fixture housing, said power connection module configured to electrically couple said flexible light strip to an external power source;
wherein said flexible fixture housing allows for selective exposure of light from said plurality of LEDs along a length thereof.",ai_generated
US-9358347-B2,Safety syringe having an automatic activated retractable needle,"A safety syringe comprising:
a syringe barrel having a proximal end and a distal end, said syringe barrel defining a fluid reservoir;
a plunger slidably disposed within the syringe barrel, said plunger having a distal end configured to expel fluid from the fluid reservoir and a proximal end;
a needle assembly comprising a needle cannula having a sharp tip, said needle assembly initially extending from the distal end of the syringe barrel;
a retraction activation mechanism configured to be triggered upon full depression of the plunger within the syringe barrel;
a needle retraction mechanism mechanically coupled to the needle assembly and configured to retract the needle cannula into the syringe barrel upon activation by the retraction activation mechanism, the needle retraction mechanism comprising a spring element biasing the needle cannula proximally;
and a needle retention mechanism configured to releasably hold the needle assembly in an extended position prior to activation and to permanently secure the needle assembly in a retracted position after activation, thereby preventing re-exposure of the sharp tip.",ai_generated
US-8873257-B2,Power supply apparatus with drive control signal inversion based upon resonance current level detection,"A power supply apparatus, comprising:
a resonant power converter configured to generate an output power;
the resonant power converter including a switching element configured to operate in response to a drive control signal;
a driver circuit coupled to the switching element, the driver circuit configured to generate the drive control signal;
a resonant circuit coupled to the resonant power converter, the resonant circuit configured to exhibit a resonance current;
a current detection circuit coupled to the resonant circuit, the current detection circuit configured to detect a level of the resonance current; and
a control unit coupled to the driver circuit and the current detection circuit, wherein the control unit is configured to receive the detected resonance current level and to cause an inversion of the drive control signal generated by the driver circuit based upon the detected resonance current level exceeding a predetermined threshold.",ai_generated
US-8368486-B2,Duplexer,"I claim:

1.  A duplexer comprising:
    an antenna port configured for coupling to an antenna;
    a transmitter port configured for coupling to a transmitter;
    a receiver port configured for coupling to a receiver;
    a transmit filter circuitry operably connected between the transmitter port and the antenna port, said transmit filter circuitry configured to pass transmit signals within a first frequency band from the transmitter port to the antenna port; and
    a receive filter circuitry operably connected between the antenna port and the receiver port, said receive filter circuitry configured to pass receive signals within a second frequency band from the antenna port to the receiver port;
    wherein the first frequency band is distinct from the second frequency band, and wherein the transmit filter circuitry and the receive filter circuitry are arranged to provide isolation between the transmitter port and the receiver port.",ai_generated
US-9291646-B2,Cross domain triggering in a test and measurement instrument,"A test and measurement instrument for cross domain triggering, comprising:
a signal acquisition module configured to acquire at least one input signal;
a plurality of domain processing modules, each domain processing module configured to analyze the at least one input signal to derive domain-specific data for a respective distinct domain;
a trigger definition module configured to receive the domain-specific data from at least two of the plurality of domain processing modules and to establish a composite trigger condition based on a logical combination of the domain-specific data from the at least two distinct domains;
a trigger evaluation module configured to monitor the derived domain-specific data and determine when the established composite trigger condition is satisfied; and
a trigger output module configured to generate a trigger signal in response to the composite trigger condition being satisfied, wherein the trigger signal initiates a predefined action within the test and measurement instrument.",ai_generated
US-8883904-B2,Mixtures of silver and zinc oxide as stabilizer for flame-retardant polyamides,"A flame-retardant polyamide composition, comprising:
a polyamide resin;
at least one flame retardant; and
a stabilizer comprising a mixture of silver and zinc oxide.",ai_generated
US-9351448-B2,Wall planting system,"A wall planting system comprising:
a support frame configured for mounting to a vertical wall surface;
a plurality of plant receptacles, each plant receptacle dimensioned to contain a plant and a growth medium;
wherein the plurality of plant receptacles are modularly coupled to the support frame; and
an irrigation subsystem integrated with the support frame and fluidly coupled to the plurality of plant receptacles for delivering water thereto.",ai_generated
US-9059141-B2,Buried gate transistor,"A transistor comprising:
a semiconductor substrate;
a source region formed in the semiconductor substrate;
a drain region formed in the semiconductor substrate;
a channel region formed in the semiconductor substrate and disposed between the source region and the drain region;
a gate dielectric layer; and
a gate electrode, wherein the gate electrode is separated from the channel region by the gate dielectric layer, and wherein the gate electrode and the gate dielectric layer are disposed beneath the channel region such that the gate electrode controls conductivity of the channel region.",ai_generated
US-8629955-B2,"Moire reducing display device having directivity with terminal device, light source device, and optical member","A display device for reducing moire and providing directivity, comprising:
a terminal device configured to generate display data;
a light source device configured to emit light; and
an optical member optically coupled to the light source device and configured to receive light therefrom, the optical member further coupled to receive the display data from the terminal device, the optical member structured to output image light having reduced moire and controlled directivity based on the received display data.",ai_generated
US-9030408-B2,Multiple sensor gesture recognition,"A system for recognizing gestures, the system comprising:
a first sensor configured to acquire first sensor data indicative of a physical interaction;
a second sensor configured to acquire second sensor data indicative of the physical interaction;
a processing unit communicatively coupled to the first sensor and the second sensor;
wherein the processing unit is configured to:
receive the first sensor data from the first sensor and the second sensor data from the second sensor;
process the first sensor data and the second sensor data to generate combined sensor data;
identify a gesture based on the combined sensor data; and
output a gesture recognition signal corresponding to the identified gesture.",ai_generated
US-9020450-B2,Output stage for wireless transmitter,"An output stage for a wireless transmitter, comprising:
an input port configured to receive a radio frequency (RF) input signal;
a power amplifier coupled to the input port, the power amplifier configured to amplify the RF input signal to generate an amplified RF signal;
an output matching network coupled to an output of the power amplifier, the output matching network configured to transform an output impedance of the power amplifier to a predetermined load impedance; and
a harmonic filter coupled between the output matching network and an output port, the harmonic filter configured to attenuate harmonic frequencies generated by the power amplifier.",ai_generated
US-9156900-B2,Control agent for controlling undifferentiated state and use thereof,"I claim:
A control agent for controlling an undifferentiated state of stem cells, comprising an active ingredient effective for maintaining the undifferentiated state of said stem cells.",ai_generated
US-9024872-B2,Head-mounted display,"I am providing this claim based *only* on the title ""Head-mounted display,"" aiming for broad coverage typical of a first claim. A complete patent application would include a detailed specification to support this breadth.

---

1.  A head-mounted display, comprising:
    a display unit configured to generate images;
    a housing configured to be worn on a user's head;
    an optical system coupled to the display unit and configured to direct the generated images to at least one eye of the user;
    a control unit electronically coupled to the display unit and configured to process data for presentation on the display unit; and
    a power source electrically coupled to the display unit and the control unit.",ai_generated
US-9750768-B2,Methods for purifying midbrain dopaminergic neural progenitor cells,"A method for purifying midbrain dopaminergic neural progenitor cells, the method comprising:
providing a mixed cell population comprising midbrain dopaminergic neural progenitor cells;
contacting the mixed cell population with at least one detection agent, wherein the at least one detection agent specifically binds to a marker expressed by the midbrain dopaminergic neural progenitor cells, or wherein the at least one detection agent specifically binds to a marker expressed by non-midbrain dopaminergic neural progenitor cells;
separating the midbrain dopaminergic neural progenitor cells from the non-midbrain dopaminergic neural progenitor cells based on the binding of the at least one detection agent, thereby obtaining a purified population of midbrain dopaminergic neural progenitor cells.",ai_generated
US-9345105-B2,Lighting device with RF antenna,"A lighting device, comprising:
a housing;
a light source supported by the housing;
a power supply electrically coupled to the light source;
an RF antenna integrated with the lighting device; and
control circuitry,
wherein the RF antenna is electrically coupled to the control circuitry and configured to wirelessly communicate with an external device;
the wireless communication enabling at least one of: remote control of an operational parameter of the lighting device, transmission of operational data from the lighting device, or reception of external data by the lighting device for altering an operational parameter of the lighting device.",ai_generated
US-9611761-B2,High-temperature energy store with recuperator,"A high-temperature energy storage system comprising:
a storage chamber containing an energy storage medium configured to store thermal energy at a high temperature;
a first fluid pathway configured to deliver a heating fluid into thermal communication with the energy storage medium during a charging phase;
a second fluid pathway configured to extract a heated fluid from thermal communication with the energy storage medium during a discharging phase; and
a recuperator thermally coupled to the first fluid pathway and the second fluid pathway, wherein the recuperator is configured to transfer heat from the heated fluid exiting the storage chamber to the heating fluid entering the storage chamber;
the storage chamber and the energy storage medium being configured for operation at temperatures exceeding 400 degrees Celsius.",ai_generated
US-9291556-B2,"Objective optical system for ATR measurement, and ATR measurement device","An objective optical system for attenuated total reflectance (ATR) measurement, comprising:
an input port configured to receive incident light;
an output port configured to direct reflected light; and
an optical assembly comprising one or more optical elements, including at least one focusing element, wherein said optical assembly is positioned and configured to:
    direct the incident light from the input port to an external interface of an ATR crystal;
    focus the incident light onto an internal reflection surface of the ATR crystal such that the incident light strikes the internal reflection surface at an angle sufficient for total internal reflection; and
    collect light emerging from the ATR crystal after attenuated total reflection at the internal reflection surface and direct the collected light to the output port.",ai_generated
US-9544048-B2,System and method for persistent wireless docking,"A system for persistent wireless docking, the system comprising:
a base station comprising:
a first wireless communication module configured to establish a wireless communication link with a mobile device for at least one of data transfer and power transfer;
a proximity sensing module configured to detect a spatial relationship between the base station and the mobile device;
a base station controller coupled to the first wireless communication module and the proximity sensing module, the base station controller configured to:
initiate a docking procedure with the mobile device when the spatial relationship satisfies a predetermined docking criterion;
monitor a stability of the wireless communication link and the spatial relationship during a docked state; and
upon detecting a deviation from the predetermined docking criterion or a disruption in the stability of the wireless communication link, automatically execute a re-docking procedure to restore the docked state without requiring user intervention; and
a mobile device comprising:
a second wireless communication module configured to establish the wireless communication link with the base station; and
a mobile device controller coupled to the second wireless communication module, the mobile device controller configured to participate in the docking procedure and the re-docking procedure initiated by the base station controller.",ai_generated
